organization_id,source_id,document_title,reporting_period,official_url,evidence_type,group_dimension,flow_concept,source_defined_measure,value,unit,measurement_status,screening_status,notes
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,employee_turnover_count,region,employee_turnover,"Total voluntary employee turnover - Europe (excluding UK RFB)",1397,count,reported,Secondary,"Source-defined voluntary employee turnover count; not relabeled as firings."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,employee_turnover_count,region,employee_turnover,"Total voluntary employee turnover - UK RFB",1548,count,reported,Secondary,"Source-defined voluntary employee turnover count; not relabeled as firings."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,employee_turnover_count,region,employee_turnover,"Total voluntary employee turnover - Middle East and North Africa",870,count,reported,Secondary,"Source-defined voluntary employee turnover count; not relabeled as firings."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,employee_turnover_count,region,employee_turnover,"Total voluntary employee turnover - North America",425,count,reported,Secondary,"Source-defined voluntary employee turnover count; not relabeled as firings."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,employee_turnover_count,region,employee_turnover,"Total voluntary employee turnover - Latin America",1633,count,reported,Secondary,"Source-defined voluntary employee turnover count; not relabeled as firings."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,employee_turnover_count,turnover_category,employee_turnover,"Total involuntary employee turnover",16683,count,reported,Secondary,"Source-defined involuntary employee turnover count; not relabeled as firings."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,employee_turnover_count,overall,employee_turnover,"Total employee turnover",33964,count,reported,Secondary,"Source-defined total employee turnover; not relabeled as firings."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,gender,hires,"New hires - Male",12685,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,gender,hires,"New hires - Female",12385,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,age,hires,"New hires - <=29",13336,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,age,hires,"New hires - 30-39",8045,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,age,hires,"New hires - 40-49",2928,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,age,hires,"New hires - 50-59",663,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,age,hires,"New hires - >=60",98,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,region,hires,"New hires - Asia (excluding Hong Kong)",13620,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,region,hires,"New hires - Hong Kong",2859,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,region,hires,"New hires - Europe (excluding UK RFB)",2239,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,region,hires,"New hires - UK RFB",1715,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,region,hires,"New hires - Middle East and North Africa",1523,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,region,hires,"New hires - North America",411,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,region,hires,"New hires - Latin America",2785,count,reported,Secondary,"New Hires are defined by HSBC as external recruitment into HSBC, permanent and fixed-term contract employees."
UK001,ORG_PUBLIC,HSBC Holdings ESG Data Pack FY2024,FY2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,new_hire_count,overall,hires,"Total new hires",25152,count,reported,Secondary,"HSBC defines New Hires as external recruitment into HSBC, permanent and fixed-term contract employees."
